node,score
SMARCB1,0.00010454721506506081
AXIN1,0.00010452187777414314
GNB1,0.0001040911021895335
NCF1,0.0001038427450769826
BAP1,0.0001037761014969988
VCL,0.00010376787399863689
PSMC5,0.00010356686266398108
STAT6,0.00010313690834634958
CDK5R1,0.00010303727793891832
ATF3,0.00010292369615410252
H1-0,0.00010289916405741364
PPP2R1B,0.00010242164907501567
CYBB,0.00010238267225052395
CREB5,0.00010237935926412986
ILK,0.00010234926535208131
IL2,0.00010188316545022106
CREB3,0.00010149016875752562
ITGB3,0.00010145390168805455
SLC9A1,0.0001013130703677361
NCF2,0.00010130539110426876
NCF4,0.00010112588266429001
KLF4,0.00010093065052442825
CREB3L4,0.00010088911835679943
UBA52,0.00010061504476796178
BAD,0.00010057162780259813
BCL10,0.00010054264609330382
SNAI2,0.00010049157211215099
CREB3L3,0.00010046557746081327
CYBA,0.00010023152165050468
PLCB1,0.00010013537089235393
CREB3L1,0.00010009192545192073
CREB3L2,0.0001000694981727955
CABLES1,9.993738844687918e-05
PHLPP1,9.993236129338044e-05
TRAF6,9.991784070821843e-05
CCNG1,9.979265676181593e-05
SREBF1,9.978355421825805e-05
VCP,9.957069368445008e-05
NOS1,9.923418160493448e-05
PLCB3,9.918311092723798e-05
PIK3C2B,9.909372681553863e-05
MAPKAPK2,9.90647810266044e-05
GNRH1,9.896932477000293e-05
YWHAZ,9.845446731778214e-05
CCNB2,9.812358014332055e-05
SCRIB,9.755002219719968e-05
PTPN6,9.717926378774055e-05
XRCC5,9.715416860530818e-05
IFNG,9.707690598815257e-05
FGF5,9.702644576655887e-05
PHLPP2,9.697257722478524e-05
GNRH2,9.691162789392027e-05
SLCO6A1,9.683586173251076e-05
LOC102723407,9.66107644984422e-05
NKX3-1,9.6288172254062e-05
RRAGA,9.620175239056953e-05
SHH,9.61023176260918e-05
RRAGC,9.602541614502824e-05
WWP1,9.599967164740994e-05
PLCB4,9.58386219190751e-05
YWHAB,9.581490570743493e-05
H2AC20,9.580743854515937e-05
ANXA2,9.542877870852227e-05
RRAGB,9.539088008635586e-05
NCL,9.510309563692744e-05
H2AC18,9.50196130842641e-05
MSN,9.469790986553959e-05
NHERF1,9.454781289638288e-05
DEPTOR,9.426224864899226e-05
SH3GL2,9.42332859738834e-05
PRKAA2,9.417337692620724e-05
NR3C1,9.385742354308792e-05
STAT5B,9.370004895014091e-05
L1CAM,9.328739945390111e-05
PRKCD,9.291114661372415e-05
PRKAB1,9.230357844972338e-05
CDT1,9.203987575038598e-05
SGK1,9.193685441277983e-05
ULK1,9.182978852248962e-05
RBL1,9.142151092371186e-05
DAXX,9.132224577354253e-05
EIF4G1,9.12101826526369e-05
MCM3,9.117407498690948e-05
MCM7,9.107820311536123e-05
LAMTOR1,9.107285496901422e-05
MAD2L1,9.09344747768162e-05
HSPA5,9.05909048372727e-05
PRKAG1,9.042618625658579e-05
PRKAG2,9.040463378191796e-05
TELO2,9.036241416405159e-05
LAMTOR2,9.031953894674144e-05
MCM6,9.019890063915281e-05
CKS1B,9.015916190893036e-05
MCM2,9.008242986695918e-05
MCM5,8.981430887958023e-05
TNFRSF1A,8.969387593772194e-05
NPRL2,8.93901496325964e-05
CDK3,8.93882655433987e-05
ICAM1,8.937768237753196e-05
ATG13,8.937344181507476e-05
TTI1,8.912580470214931e-05
ATG101,8.908945370328577e-05
LAMTOR5,8.908790537590383e-05
FLCN,8.908310873671247e-05
ATG12,8.907037494946301e-05
LAMTOR4,8.904682842080486e-05
GABARAPL1,8.901723434992853e-05
GABARAPL2,8.875224867900148e-05
SPDYE1,8.856108213222288e-05
PIK3R4,8.855175995654028e-05
PRKAG3,8.849429874871054e-05
TFDP2,8.829254579804021e-05
IRS4,8.802668614204512e-05
SLC38A9,8.791660758802841e-05
HSPB1,8.789911833631338e-05
ULK2,8.788100565727808e-05
TFEB,8.780067943076465e-05
ORC1,8.763301232959173e-05
CKS2,8.760638381426957e-05
DEPDC5,8.756179316525716e-05
CDC25B,8.7223731374386e-05
AMBRA1,8.719854813847648e-05
KIF11,8.713188217603883e-05
PSMD14,8.70704628693298e-05
CDC7,8.703139896518678e-05
EIF4B,8.697031661115343e-05
FKBP8,8.693128419780776e-05
PRR5L,8.691984094235118e-05
RAD21,8.676341675219738e-05
TXN,8.660769351113753e-05
ETS1,8.609494809734573e-05
E2F6,8.606870349473653e-05
CSNK2A1,8.598370088101388e-05
SMC3,8.597444201406257e-05
UVRAG,8.587901002260076e-05
PARK7,8.586976346568545e-05
HNRNPA1,8.57551283284935e-05
POLA1,8.571612534207731e-05
SMC1A,8.566832879566578e-05
EIF2S1,8.551935782780927e-05
H2BC14,8.542317482982268e-05
CAMKK2,8.536923215675246e-05
KPNA2,8.534799647815246e-05
LIN9,8.527598260327423e-05
CCNB3,8.526090373542896e-05
SPDYE5,8.515575369299619e-05
LAMP2,8.505298379107111e-05
NF2,8.502546601315379e-05
HMGB1,8.49008451558243e-05
DAPK1,8.482353141040999e-05
TUBA1B,8.474928903044275e-05
FNIP1,8.467358828629565e-05
UBAP2L,8.457350873875055e-05
PRIM2,8.450657666575122e-05
ETS2,8.447850248507917e-05
HNRNPD,8.44669342118623e-05
ORC2,8.446517465873809e-05
H2BC26,8.443374965792034e-05
EIF3B,8.437499094846864e-05
LIN37,8.431908321494512e-05
MAP1A,8.424174723289392e-05
H2BC13,8.415053798445699e-05
CDKN2D,8.408741035384988e-05
CSNK2B,8.40475815264745e-05
MAP1S,8.400253500667682e-05
DICER1,8.400037776898487e-05
IGBP1,8.400008942340639e-05
EIF3F,8.385812715939853e-05
THRB,8.378269374639245e-05
EIF4EBP2,8.368469298141384e-05
H2BC12L,8.365379520870896e-05
EIF2AK4,8.352724607306466e-05
PSMC6,8.34530799804313e-05
GMNN,8.337939178532375e-05
LPIN1,8.336504908913223e-05
CLIP1,8.331714717066792e-05
PRKACB,8.331692168233795e-05
ARIH1,8.330496415963905e-05
DBF4,8.324749429100198e-05
POU2F1,8.31583141554875e-05
CCNF,8.308643018226805e-05
CCNC,8.303081262268515e-05
ATP6V1A,8.299700368402875e-05
TUBB4A,8.298833035482921e-05
CHKA,8.296647373827486e-05
UBE2L5,8.285760555160687e-05
RHEBL1,8.263326423626624e-05
LPIN2,8.260234735925657e-05
LPIN3,8.252080726519695e-05
FKBP3,8.248265383928099e-05
STMN1,8.241758144903198e-05
SPDYE2,8.240616795202086e-05
CBL,8.225695120536145e-05
GPHN,8.219003692116483e-05
MAF1,8.21069429729764e-05
CIB1,8.209801468590531e-05
SPDYE2B,8.206552239452086e-05
SPDYE6,8.206552239452086e-05
PRKACG,8.19682271299503e-05
USP10,8.184194468535686e-05
SUN1,8.180303662693566e-05
SDC1,8.172717479548315e-05
H1-1,8.162409186505731e-05
SPDYA,8.157740582805077e-05
H1-5,8.150067144340248e-05
SPART,8.128178489433773e-05
CCNO,8.091555123945281e-05
NOP53,8.082841829000241e-05
RCC1,8.075955575847947e-05
NPAT,8.073079192363292e-05
FYN,8.07136891956419e-05
SPDYC,8.054392618083266e-05
SAMHD1,8.05029276715792e-05
SPDYE11,8.013251202291282e-05
PPP1CA,8.010009869547425e-05
ID2,8.007835643500556e-05
TRIM45,7.996990578172383e-05
CCNP,7.995527629401484e-05
SPDYE16,7.985149534089512e-05
SPDYE4,7.985149534089512e-05
SPDYE3,7.985149534089512e-05
SCAPER,7.966936543759423e-05
GLI1,7.938397773370232e-05
CCNJ,7.936653203298882e-05
ITPR1,7.91328028829773e-05
ARNT,7.880290594302949e-05
LMNB1,7.7975802209015e-05
AMOTL1,7.693750714146202e-05
TLR4,7.647834053684041e-05
MXD1,7.62261726270557e-05
CFL1,7.614109043901565e-05
ITGB1,7.598939943538721e-05
IKBKG,7.574539943955798e-05
WRN,7.545753996074077e-05
LIF,7.493561833313334e-05
BTRC,7.490854411495187e-05
PIP5K1C,7.470112130635872e-05
YY1,7.468207017279017e-05
PIP5K1A,7.454459525236999e-05
PIP5K1B,7.446766296766551e-05
KAT2B,7.402986252950922e-05
AURKB,7.388214470152669e-05
IGLL5,7.366288754737706e-05
MAP3K7,7.364514024650257e-05
BUB1B,7.319362579267812e-05
CRK,7.304231667495088e-05
LOX,7.261931535080812e-05
TFAP2C,7.253387399661113e-05
PIP4K2C,7.244253863289707e-05
BRD4,7.243640421899273e-05
NANOG,7.240718163170424e-05
PIP4K2A,7.228610833650091e-05
HDAC6,7.202808960558904e-05
CCL2,7.196056299461e-05
PIP4K2B,7.185688557753711e-05
SYNJ1,7.154735162622114e-05
HGF,7.149315698819644e-05
GNAI3,7.146764677137956e-05
RASA1,7.14605245518025e-05
TRIM28,7.145656940053634e-05
TBP,7.144121494771369e-05
TOPBP1,7.140239107805959e-05
RNF2,7.133433175193578e-05
GNAI1,7.127077517386165e-05
CDC37,7.124005510802154e-05
BCAR1,7.098297627704679e-05
NGF,7.090796044233359e-05
GNAI2,7.076652556546081e-05
SUZ12,7.072019688223515e-05
VAV1,7.071189910362069e-05
PIKFYVE,7.068149963817675e-05
WDR5,7.063368926015921e-05
PIP5KL1,7.06236434949426e-05
NCK1,7.014173347887595e-05
SYNJ2,7.012390821810616e-05
NFKBIA,7.010027199708932e-05
PIK3C2G,7.000108316856769e-05
RING1,6.99106003657266e-05
PLCD1,6.989434522087339e-05
MAP2K2,6.983988667027661e-05
PIK3C2A,6.978251391205629e-05
CXCL12,6.974782472958422e-05
INPP5F,6.937826641964554e-05
SUMO1,6.920520020584085e-05
RPS6KA3,6.91191839499442e-05
PLCB2,6.911503241255093e-05
TJP1,6.910526808913578e-05
PINK1,6.905042985402576e-05
OCRL,6.89414926468464e-05
TOP3A,6.891853009048673e-05
SOCS3,6.886189593357272e-05
TGFA,6.88233426137242e-05
IFNB1,6.876482358980805e-05
BCL6,6.876330322054515e-05
HNF4A,6.875601700258058e-05
GATA3,6.872673247125857e-05
PI4KB,6.862740970335222e-05
PRKCI,6.862598468789742e-05
INPP5B,6.845446343818169e-05
CD4,6.833034154996911e-05
DNMT3A,6.832461822427247e-05
GAB2,6.828201292248702e-05
UBE2N,6.823872502730294e-05
KITLG,6.816248484564462e-05
TLR2,6.815939918278127e-05
CTTN,6.805698506962339e-05
FRS2,6.801835611055487e-05
CDIPT,6.800341294921533e-05
PLCE1,6.794820986691948e-05
KSR1,6.793350371574201e-05
KAT2A,6.791501059256626e-05
CARM1,6.788818085196544e-05
GNB5,6.786651422890373e-05
DUSP1,6.783846152126807e-05
RPS6KA5,6.77864445073221e-05
VAV2,6.777602479233447e-05
PDGFB,6.74912251704436e-05
PI4KA,6.747513251400673e-05
INPP5E,6.746243825092691e-05
GNB4,6.745781869817764e-05
RAD9A,6.744805736116239e-05
FOXA1,6.738618667544125e-05
HSP90B1,6.736703042935924e-05
PI4K2A,6.732038229266166e-05
PI4K2B,6.731505723397175e-05
GNB2,6.730398270679784e-05
GJA1,6.729019411355759e-05
HSF1,6.727715907826566e-05
MALT1,6.721949052273904e-05
ATP1A1,6.718990611483275e-05
RPS6KA2,6.716195301154813e-05
WASL,6.714620650778273e-05
INPP5D,6.713274383281008e-05
SUMO2,6.712708686998734e-05
PAK1,6.709411124807574e-05
IL6ST,6.709323539131419e-05
PMS2,6.698986505211645e-05
CTCF,6.697530544010371e-05
VAV3,6.694644933292866e-05
NFATC1,6.691703247795766e-05
PLCZ1,6.66997997718397e-05
PKM,6.66994896564923e-05
PTK6,6.669426057394435e-05
GNB3,6.668433419589656e-05
RUNX3,6.665263349226381e-05
ARHGEF7,6.665015157316238e-05
XRCC1,6.66350445660432e-05
MYOD1,6.654689611477403e-05
ANGPT1,6.653464321061012e-05
PLCD4,6.648191907538114e-05
PIP4P1,6.642448237096008e-05
PIP4P2,6.639321318327543e-05
ATP1B1,6.636307537465366e-05
MAP2K6,6.633968096285067e-05
HNRNPK,6.631877901757546e-05
HNRNPC,6.63141389918034e-05
ATP1A3,6.630906804129164e-05
ENO1,6.628808885277995e-05
RAD17,6.625644886452835e-05
REL,6.620654672081651e-05
PLCD3,6.61702657314781e-05
FGF13,6.615365312395551e-05
ATP1A2,6.612858510446903e-05
ACTL6A,6.612453914167699e-05
HUWE1,6.610777908593689e-05
ATP1B3,6.610609632190628e-05
XPA,6.610575127379092e-05
NFATC2,6.609548442608977e-05
MAGI1,6.604807980369131e-05
ATP1B2,6.601739296157562e-05
PLAAT3,6.595986851968881e-05
PARD3,6.590373442212564e-05
ATP1A4,6.590165949968765e-05
RPS6KA6,6.588715651766614e-05
RBPJ,6.586954577816644e-05
PTPN7,6.583348115834295e-05
INPP4B,6.582491953270906e-05
CDK8,6.581001389748538e-05
PTPN5,6.578756264585753e-05
CARD9,6.578674205436836e-05
DUSP3,6.576859667841468e-05
SMAD5,6.572115461114527e-05
CD38,6.56858189538292e-05
H2BC11,6.561489047508261e-05
PTPRR,6.559371342008133e-05
H2AC8,6.556572693163347e-05
FXYD2,6.556566122162456e-05
MAGI2,6.556256917047007e-05
PHC3,6.551436707201507e-05
NFYB,6.550281926019926e-05
WWP2,6.549389310638886e-05
HMGA2,6.549019401706707e-05
SMAD1,6.547278161374795e-05
ATP1B4,6.530561783754656e-05
RUNX2,6.52825803100544e-05
ELK1,6.525358998728507e-05
RPL11,6.520344023863677e-05
TNFSF11,6.51857465724154e-05
PLA2G4A,6.51726156934724e-05
SIRT6,6.502689815150426e-05
SHARPIN,6.50208560570724e-05
BMPR1A,6.500513547981489e-05
MITF,6.500014694848673e-05
MEF2A,6.49979999883216e-05
HUS1,6.497358263796449e-05
PARD6A,6.49621582486255e-05
MBP,6.495253826944824e-05
MAPK8IP1,6.49182108088485e-05
USP13,6.488133942921632e-05
EP400,6.487072698755046e-05
TNKS2,6.480136805224692e-05
SMAD9,6.479035717588893e-05
DLG1,6.478457823141449e-05
PARD6B,6.477400376287504e-05
DUSP7,6.467674069430327e-05
TP73,6.464754507441599e-05
ELK4,6.461995565254352e-05
GNG12,6.461554656263971e-05
PARD6G,6.458571618102523e-05
DAPK3,6.454454118159673e-05
G3BP1,6.451984114766925e-05
NFATC3,6.448936644521594e-05
TNK2,6.43472002120023e-05
DUSP9,6.432334976485991e-05
H2BC12,6.426485876839051e-05
SPHK2,6.426139815508146e-05
BAIAP2,6.42196359413453e-05
RAD50,6.420357647742288e-05
PDCD4,6.413304328616306e-05
PCYT1A,6.40665643818921e-05
DAPK2,6.404653492096403e-05
MKNK1,6.401876272121343e-05
PCYT1B,6.391812478928323e-05
PIAS4,6.390388611452258e-05
SIRT7,6.383329112665456e-05
PIN1,6.381497205528016e-05
POLDIP3,6.373056395134197e-05
DUSP5,6.37174534935134e-05
AFP,6.370034245735019e-05
DUSP16,6.369855570522668e-05
DUSP12,6.369236831339653e-05
NPAS4,6.369116736840512e-05
TRIM27,6.368913904293501e-05
MAPKAPK5,6.364219656234264e-05
MKNK2,6.363104230431953e-05
SPHK1,6.362853631108966e-05
PLCH2,6.362546884238557e-05
TPX2,6.357104532356733e-05
PLA2G4B,6.356111912829045e-05
LIN28A,6.354997076782562e-05
TBX3,6.352000258044729e-05
DUSP6,6.349092087165434e-05
CALD1,6.34748519523267e-05
DUSP10,6.343291575394036e-05
SPRTN,6.342376219186314e-05
DUSP2,6.341058707428998e-05
DUSP4,6.338953918502886e-05
DUSP8,6.335319865424903e-05
PLA2G4C,6.331578052180711e-05
GADD45A,6.328447944385037e-05
PIAS2,6.326774953272139e-05
PLA2G1B,6.322144362517775e-05
PLA2G3,6.321847079227271e-05
MYB,6.320467883849675e-05
USP28,6.319472288719793e-05
PEA15,6.319370799490801e-05
PLCH1,6.317263388093079e-05
ERF,6.316805340333193e-05
CENPC,6.314850821214148e-05
NDFIP1,6.311923748223828e-05
ERCC2,6.30574112236639e-05
IER3,6.302650514431975e-05
CSNK2A3,6.301990649651488e-05
PLA2G4D,6.300178820545978e-05
PLA2G4F,6.297235333248086e-05
PLA2G4E,6.29638163781787e-05
MAGI3,6.291943492263748e-05
UBR5,6.289447509497432e-05
GJD2,6.28263835595736e-05
TOP1,6.279531437799676e-05
DDX5,6.276751146997366e-05
JMJD7-PLA2G4B,6.272644926061188e-05
NDRG1,6.271931314982934e-05
CTBP1,6.270372931920537e-05
FANCC,6.247531592244566e-05
PIAS1,6.227571334233766e-05
PMS1,6.220769890335821e-05
MAST2,6.218043604726534e-05
MVP,6.202614060509012e-05
OTUD3,6.200266161083859e-05
CCAR2,6.19995574586641e-05
FUBP1,6.19598766759321e-05
DROSHA,6.189813525781478e-05
PHGDH,6.189300332886816e-05
FRK,6.183124686170531e-05
MAN2C1,6.181715506108964e-05
PREX2,6.180678593822779e-05
PTPMT1,6.16666599627728e-05
UBE2K,6.13399211107504e-05
TOPORS,6.117211986525813e-05
ERCC6,6.113499760721532e-05
NSD2,6.0850703608660534e-05
BRD7,6.006852059895252e-05
CDK12,6.000649833960396e-05
YAP1,5.99659328683824e-05
IFI16,5.9230671693149506e-05
